AuthorsWhoPublishedContinually
Abdellatif Zaidi
Gil Segev 0001
Giovanni Breglio
Giovanni Busatto
Giuseppe Currò
Gonzalo Camarillo
Hannes Tschofenig
Henning Schulzrinne
IJsbrand Wijnands
Ingrid Verbauwhede
Irena Roterman
J. Leo van Hemmen
Jari Arkko
Jarmo Takala
Joan Torrens
Jon Postel
Jonathan D. Rosenberg
Jouni Korhonen
Jue-Sam Chou
Jürgen Schönwälder
Kenneth G. Paterson
Keyur Patel
Kristin E. Lauter
Lei Zhang
Leszek Konieczny
Marc Fischlin
Mariana Raykova 0001
Markku-Juhani O. Saarinen
Martin R. Albrecht
Martin Thomson
Martti Juhola
Masatoshi Sakawa
Massimo Vanzi
Mauro Barni
Max Bramer
Michael Backes 0001
Montserrat Nafría
Moti Yung
Ngoc Thanh Nguyen
Ninoslav Stojadinovic
Olivier Danvy
Orr Dunkelman
Paul Huntington
Payman Mohassel
Peter Scholl
Pierre-Alain Fouque
Rafail Ostrovsky
Rocky Ross
Ron Steinfeld
Ronald R. Yager
Ryszard Tadeusiewicz
Saharon Shelah
Sanjam Garg
Sri Gundavelli
Susan Hohenberger
Sylvain Guilley
Tanja Lange 0001
Tibor Jager
Vincent Rijmen
Vipul Goyal
Vladik Kreinovich
Vladimir Shpilrain
William I. Gasarch
Willy Susilo
Yael Tauman Kalai
Yakov Rekhter
Yongbin Zhou
Zvika Brakerski
Abdelali El Aroudi
Alberto Poveda
An-Yeu Wu
Andrea L. Kavanaugh
Andrea Omicini
Andreas G. Andreou
Anna Lubiw
Antonio Jesús Torralba Silgado
Barry O'Sullivan
Bin-Da Liu
Brad A. Myers
Chi-Ying Tsui
David A. Padua
David T. Blaauw
Degang Chen
Dengguo Feng
Esperanza Marcos
Eugenio Culurciello
Fabian Vargas
Fang-Yie Leu
Francesc Guinjoan
Geert-Jan Houben
Giacomo Indiveri
Gian Carlo Cardarilli
Godfried T. Toussaint
Graham A. Jullien
Hai Jin 0001
Haiying Shen
Hanêne Ben-Abdallah
Henry Leung
Hsing-Chung Chen
Héctor Allende
Hélio Pedrini
Jaideep Vaidya
Joemon M. Jose
Jorge R. Fernandes
Joseph Sylvester Chang
José Ramón Gil-García
Juan Liu
Kari Halonen
Klara Nahrstedt
Lei Zhang
Leonard T. Bruton
Li Zhang
Liang-Gee Chen
Luis F. Luna-Reyes
M. Omair Ahmad
Mahdi Shabany
Mario di Bernardo
Martin Erwig
Martin Gaedke
Maurits Ortmanns
Mauro Forti
Max Mühlhäuser
Michael Priestley
Mika Laiho
Ming-Ting Sun
Mounir Boukadoum
Nicolai Marquardt
Oscar Díaz
Pantelis Georgiou
Qiang Li
Robert Laganière
Roger Y. Lee
Ryohei Nakatsu
Sajal K. Das 0001
Satoshi Goto
Shantanu Chakrabartty
Shi-Kuo Chang
Shyh-Jye Jou
Sudhakar M. Reddy
Sung-Mo Kang
Taesung Park
Takao Hinamoto
Theresa A. Pardo
Tor Sverre Lande
Wael M. Badawy
Wei Hwang
Wen Gao 0001
Willy Susilo
Xi Chen
Ya Jun Yu
Yi Zhang
Yusuf Leblebici
Zhiping Lin
Abdelkader Hameurlain
Bob Herschberg
Claude Alain
David Ginat
Dimitris Bertsimas
George F. Hurlburt
Hai Jin 0001
Hussein T. Mouftah
Jan Lunze
Jeffrey M. Voas
Karl J. Friston
Michal Armoni
Peter Willett 0001
Phillip A. Laplante
Sifeng Liu
Tarik Taleb
Thoralf Karlsson
Wen Gao 0001
Yaakov Bar-Shalom
Yanchun Zhang
Adam Wright
Alan C. Evans
Alan R. Katritzky
Alexander Tropsha
Bart De Schutter
Bin Ning
Bo Shen 0001
Chi Kong Tse
Christopher G. Chute
D. Yves von Cramon
Daniel W. C. Ho
Danilo P. Mandic
David Angeli
Dean F. Sittig
Detmar W. Straub
Dragan Nesic
Edward W. Knightly
Enrico W. Coiera
Fei Liu 0001
Feng Ding 0001
Frank Allgöwer
George Hripcsak
Guang-Hong Yang
Guanrong Chen
Guo-Ping Liu 0003
H. Vincent Poor
Hamid Reza Karimi
Hao Shen
Heather A. Smith
Hee-Kap Ahn
Hongbin Li
Hongye Su
Hua Xu 0001
Ian R. Petersen
Ioannis Krikidis
Jessica S. Ancker
Joan S. Ash
Johanna I. Westbrook
Karl Henrik Johansson
Karl J. Friston
Leang-San Shieh
Li Yu 0001
Magdi Sadek Mahmoud
Matthias F. Carlsohn
Michael J. Neely
Michael V. Basin
Milan Randic
Miroslav Krstic
Perry L. Miller
Qi Zhang
Qigui Yang
Qing-Long Han
Qingling Zhang 0001
R. Srikant 0001
Recai Kiliç
Robert Shorten
S. Trent Rosenbloom
Saeid Nahavandi
Sing Kiong Nguang
Stephen G. Kobourov
Vimla L. Patel
Viswanath Venkatesh
Xiao-Song Yang
Xinbing Wang
Xinghuo Yu 0001
Yang Liu 0040
Yuanqing Xia
Yun Zou
Zidong Wang
kc claffy
Ajith Abraham
Ali Jadbabaie
Anastasia Ailamaki
Athanasios V. Vasilakos
Boleslaw K. Szymanski
Christopher Ré
Dan Suciu
Daniel Lokshtanov
David Eppstein
Donald Kossmann
Enrico Zio
Erik G. Larsson
Fred W. Glover
Gabriel Altmann
Gautam Das 0001
George J. Klir
Gregory Z. Gutin
Guoliang Li 0001
H. M. Srivastava 0001
H. Vincent Poor
Hui Wang
Ian F. C. Smith
James J. Buckley
José Rui Figueira
Juan Aparicio
Karl-Heinz Best
Lei Shu 0001
Licheng Jiao
Limsoon Wong
Loet Leydesdorff
Luca Aceto
Marcus Hutter
Masatoshi Sakawa
Massimo Tornatore
Michael Langberg
Michael M. Bronstein
Moshe Y. Vardi
Muriel Médard
Mérouane Debbah
Paul Gray
Pierre Jannin
Pietro Liò
Pramod K. Varshney
Ravi P. Agarwal
Ronald R. Yager
Ruud H. Teunter
Shuigeng Zhou
Teodor Gabriel Crainic
Vladik Kreinovich
Vladimir Zwass
Ada Diaconescu
Adrian Paschke
Alan F. Smeaton
Alexander J. Smola
Anne M. P. Canuto
Antonio Miele
António Abreu 0001
Arturo Molina 0001
Brijesh K. Verma
Carol O'Sullivan
Cheng-Tsung Liu
Claudio Gentile
Dana Petcu
Daniel J. Hsu
Dina Demner-Fushman
Dongbin Zhao
Eero P. Simoncelli
Elhadi M. Shakshuki
Eric P. Xing
Fabrizio Lombardi
Fawzi Nashashibi
Fillia Makedon
Francis R. Bach
Gabriel Ciobanu
Gunnar Rätsch
Gábor Lugosi
Hiroshi Murase
Igor Potapov
Ilias Maglogiannis
Irwin King
Israel Koren
Jan L. G. Dietz
Jinsung Cho
John Langford 0001
John Pittner
John Shawe-Taylor
José C. Príncipe
Jun'ichi Tsujii
Justin Dauwels
Jürgen Münch
Jürgen Schmidhuber
Karthik Sridharan
Kilian Q. Weinberger
Klaus-Dieter Lange
Klaus-Robert Müller
Koby Crammer
Konstantin E. Samouylov
Kou-Yuan Huang
Kurt Sandkuhl
Lawrence Carin
Lei Zhang
Li Zhang
Malgorzata Marek-Sadowska
Manfred K. Warmuth
Marcus Foth
Margot Brereton
Mario Cannataro
Mario Malcangi
Martin J. Wainwright
Marwan A. Simaan
Masashi Sugiyama
Mohammad Ghavamzadeh
Nikola K. Kasabov
Ovidiu Daescu
Paulo E. Miyagi
Philip M. Long
Philippe Olivier Alexandre Navaux
Pradeep Ravikumar
Prateek Jain 0002
Ricardo J. Rabelo
Robert D. Nowak
Robi Polikar
Rémi Munos
Saeid Nahavandi
Sergey A. Stupnikov
Shai Shalev-Shwartz
Sophia Ananiadou
Stephen M. Watt
Sudhakar M. Reddy
Sukhan Lee 0001
Tat-Seng Chua
Teresa Bernarda Ludermir
Terrence J. Sejnowski
Tetsuo Ida
Thomas J. Dionise
Thomas L. Griffiths
Tien N. Nguyen
Todd K. Leen
Tudor Jebelean
Vangelis Karkaletsis
Vassilis Athitsos
Volker Tresp
Willy Susilo
Wouter M. Koolen
Yici Cai
Yishay Mansour
Younès Bennani
Ümit Özgüner
Aaron D. Ames
Abdelhak M. Zoubir
Abdelhamid Mellouk
Alan F. Smeaton
Alejandro Ribeiro
Alex B. Gershman
Ali H. Sayed
Ananthanarayanan Chockalingam
Andreas Timm-Giel
Andrew Chi-Chih Yao
Andrzej Cichocki
André Kaup
Antonella Ferrara
Arogyaswami Paulraj
Asok Ray
Atsunori Ogawa
Bechir Hamdaoui
Bernard Chazelle
Bhuvana Ramabhadran
Bin Yang
Björn W. Schuller
Béatrice Pesquet-Popescu
Chadi Assi
Chandra Chekuri
Chintha Tellambura
Christof Monz
Christoph Rensing
Claudia Diamantini
Dan Geiger
Daniel Lokshtanov
Danilo P. Mandic
Danny Hermelin
DeLiang Wang
Di Yuan 0001
Didar Zowghi
Ebad Banissi
Erik G. Larsson
Frank Allgöwer
François Yvon
Fumin Zhang 0001
Fumiyuki Adachi
Gang Tao
Georgios B. Giannakis
Gerhard P. Fettweis
Gonzalo Navarro
H. Vincent Poor
Halim Yanikomeroglu
Hamid Sharif
Herbert Werner
Hiroaki Mukaidani
Hiroshi Saruwatari
Holger Boche
Hossam S. Hassanein
Hussein T. Mouftah
Ian R. Petersen
Ilya V. Kolmanovsky
Isaac Woungang
Jakub Radoszewski
Jalel Ben-Othman
Jian Song
Jingxian Wu
Jonathan Le Roux
Jonathon A. Chambers
José C. Príncipe
Jun Zheng
Jörg Tiedemann
Koichi Shinoda
Kunsoo Park
Kurt Mehlhorn
Lei Shu 0001
Lei Zhang
Liang-Gee Chen
Lin Cai 0001
Luc Vandendorpe
Lucy Y. Pao
Manish Parashar
Marco Chiani
Mario Marchese
Mark J. F. Gales
Martin Gilje Jaatun
Matthias Huck
Mehdi Bennis
Melanie Volkamer
Michail Matthaiou
Michal Pilipczuk
Mikael Skoglund
Milos Doroslovacki
Miroslav Krstic
Moe Z. Win
Moti Yung
Mérouane Debbah
Nakamasa Inoue
Nelson L. S. da Fonseca
Nicholas Bambos
Norman C. Beaulieu
Octavia A. Dobre
Panos J. Antsaklis
Paolo Ferragina
Pascal Urien
Pawel Gawrychowski
Petar Popovski
Petri Mähönen
Philip C. Woodland
Philipp Koehn
Pier Luigi Dragotti
Pin-Han Ho
Qian Zhang 0001
Rafail Ostrovsky
Rahim Tafazolli
Ranjan K. Mallik
Richard D. Braatz
Rita Singh
Rudolf Mathar
Sanjay Jain 0001
Satoshi Goto
Sean B. Andersson
Shuguang Cui
Simon Harper
Sofiène Affes
Soummya Kar
Subhash Khot
Sudhakar M. Reddy
Sumei Sun
Sung Kyu Lim
Susanto Rahardja
Takayuki Itoh
Tansel Yucelen
Tarik Taleb
Tho Le-Ngoc
Tomoaki Ohtsuki
Tony Q. S. Quek
Ufuk Topcu
Ulrike Lucke
Urbashi Mitra
Valery A. Ugrinovskii
Wei Zhang
Wen Gao 0001
Wojciech Rytter
Wolfgang Kellerer
Xiaodong Wang 0001
Xiaohong Guan
Xiaojiang Du
Xiaokang Yang
Xinbing Wang
Xu Zhu 0001
Yijun Yu
Yong Li 0008
Yonghui Li 0001
Yuan Shen
Yue-Yun Wang
Zhaoyang Zhang 0001
Zhigang Cao 0001
Abeer Alwan
Abraham Bernstein
Achille Fokoue
Aidan Hogan
Alexandros Labrinidis
Alfio Ferrara
Alfonso Ortega 0001
Andrew Rosenberg
Anthony K. H. Tung
Athman Bouguettaya
Atsushi Nakamura
Bart Preneel
Bernardo Cuenca Grau
Bernd Möbius
Bernd T. Meyer
Bin Zheng 0001
Björn W. Schuller
Bram van Ginneken
Christian Meilicke
Chung-Hsien Wu
Craig A. Knoblock
Craig S. Greenberg
Cyrus Shahabi
Cássia Trojahn dos Santos
Dan Ventura
David E. Culler
Davide Carneiro
Despina Kontos
Driss Matrouf
Elizabeth Shriberg
Elmar Nöth
Enrico Motta
Ewing L. Lusk
Florin Pop
Frank van Harmelen
Gerhard Rigoll
Guoliang Li 0001
Gustavo Alonso
Hans-Peter Meinzer
Heang-Ping Chan
Hector Garcia-Molina
Helmer Strik
Hideki Kawahara
Hiroshi Saruwatari
Horacio Franco
Horst K. Hahn
Hynek Hermansky
I. Lee Hetherington
Jean Schoentgen
Jean-Claude Junqua
Jean-François Bonastre
Jeesun Kim
Jeff Z. Pan
Jeffrey Xu Yu
Jesper Larsson Träff
Jianhua Yao
Joon-Hyuk Chang
Jun Wei 0002
Jun Yang 0001
Karl Hammar
Kazuhiro Nakadai
Kian-Lee Tan
Kiyohiro Shikano
Klaus Dietmayer
Kong-Aik Lee
Lothar Thiele
Lou Boves
Louis ten Bosch
Ludmila K. Babenko
Margherita Antona
Maria-Esther Vidal
Mark J. F. Gales
Markus Krötzsch
Martina Ziefle
Martti Vainio
Masahiro Oda
Mathew Magimai-Doss
Md. Saidur Rahman 0001
Michael D. Abràmoff
Moti Yung
Nelson Morgan
Nicholas Petrick
Nick Koudas
Norihide Kitaoka
Olaf Hartig
Olov Engwall
Panayiotis Zaphiris
Pavel A. Pevzner
Peter Mika
Philip C. Woodland
Prabal Dutta
Qiang Li
Rafael Pérez y Pérez
Raphaël Troncy
Renato de Mori
Richard L. Graham
Robert B. Ross
Ronald M. Summers
Rory V. O'Connor
Sachin S. Kajarekar
Sanjoy K. Baruah
Sebastian Möller 0001
Shlomi Dolev
Shuichi Itahashi
Stefan Schlobach
Stefan Steidl
Stephanie Seneff
Steve J. Young
Sumio Ohno
Surajit Chaudhuri
Tetsunori Kobayashi
Thomas F. Quatieri
Thomas Hueber
Thomas Lukasiewicz
Tian He 0001
Til Aach
Timothy M. Chan
Vaidy S. Sunderam
Vineet Bafna
Volker Turau
Xi Chen
Xiangrong Zhou
Xiaokui Xiao
Xinjian Chen
Yoshinori Sagisaka
Abdulmotaleb El-Saddik
Alberto Del Bimbo
Alexandra Balahur
Andrea Passarella
Andreas Klemmt
Andreas Maletti
Andreas Tolk
Barbara Pernici
Barbara Weber
Björn W. Schuller
Carinna Parraman
Carlos José Pereira de Lucena
Chen Yu 0001
Chitra Dorai
Claudia Szabo
Dan Suciu
Dhabaleswar K. Panda
Don S. Batory
Enlu Zhou
Fabian Kuhn
Fabrizio Maria Maggi
Fang-Yie Leu
Fazhi He
Fernando de la Prieta
François Brémond
Fritz Lebowsky
Gabriel G. Marcu
Georg Gottlob
Gerald Friedland
Gerald Weigert
Hamada H. Ghenniwa
Hans Weigand
Hans-Peter Seidel
Hiroshi Maeda
Hong Mei
Hong Zhu 0002
Hossain Shahriar
James R. Wilson
Jan Van den Bussche
Janis Stirna
Jean-Luc Dugelay
Jean-Marc Champarnaud
Jianmin Wang 0001
John J. McCann
Josep Carmona
Junzhou Luo
Kishor S. Trivedi
Klara Nahrstedt
Kuo-Ming Chao
Ladjel Bellatreche
Laxmikant V. Kalé
Leonard Barolli
Marcello La Rosa
Marie-Hélène Abel
Mario Gerla
Martin Kutrib
Martin Schulz 0001
Mateo Valero
Matthias Weidlich
Maya Daneva
Michela Taufer
Minoru Asada
Mohamed Ould-Khaoua
Moshe Y. Vardi
Nalini Venkatasubramanian
Nicu Sebe
Oliver Rose
Oscar Pastor
Peter Stone
Philippe Mathieu
Qianxiang Wang
Ralf Steinmetz
Robert B. Ross
Robert L. Goldstone
Roberto Natella
Sajal K. Das 0001
Sanjay Kumar Madria
Selmin Nurcan
Sergio F. Ochoa
Shane G. Henderson
Shipeng Li
Shoji Tominaga
Simone Bacellar Leal Ferreira
Stefanie Rinderle-Ma
Stephan Olariu
Stephen S. Yau
Steven J. Owen
Tat-Seng Chua
Thomas Rauber
Tiago Pinto
Vaidy S. Sunderam
Victor Vianu
W. Eric Wong
Wei Zhang
Weiming Shen 0001
Wen-Chih Peng
Wentong Cai 0001
William C. Chu
Winston H. Hsu
Xavier Franch
Xavier Rodet
Xiaoru Yuan
Ye Wang 0007
Yong Zhang 0002
Zhigang Fan
Zita A. Vale
Ali H. Sayed
Amir Salman Avestimehr
Chau Yuen
Christopher Ré
Daniel J. Hsu
David Eppstein
David Gesbert
Elchanan Mossel
Emil Björnson
Eric P. Xing
Francis R. Bach
Frank Neumann 0001
Georgios B. Giannakis
Giuseppe Durisi
Guillermo Sapiro
H. Vincent Poor
Hans Ulrich Buhl
Holger Boche
Ian R. Petersen
Jeffrey Xu Yu
Karl Henrik Johansson
Klaus Mueller
Lawrence Carin
Loet Leydesdorff
Lutz Bornmann
Man Lung Yiu
Marcus Hutter
Martin J. Wainwright
Michael Gastpar
Michael T. Goodrich
Michal Pilipczuk
Mikael Skoglund
Muriel Médard
Neri Merhav
Paul G. Spirakis
Peter Loos
Piotr Sankowski
Robert Ganian
Samson Abramsky
Stefano Rini
Stephen G. Kobourov
Syed Ali Jafar
Sándor P. Fekete
Tat-Seng Chua
Tsachy Weissman
Ugo Dal Lago
Urbashi Mitra
Venugopal V. Veeravalli
Vincent K. N. Lau
Wolfgang König
X. Q. Yang
Xin Li
Yi Yang 0001
Yi Zhang
Yonghui Li 0001
Young-Hwan You
Zhiqiang Xu
Aldo de Luca
Amanda Spink
Andrzej Pelc
Baochun Li
Benjamin W. Wah
Bharadwaj Veeravalli
Bijan Davvaz
Bin Zhou 0001
Björn Sjögreen
Cevdet Aykanat
Ching-Tien Ho
Claus Atzenbeck
David Ginat
Dieter Kratsch
Dieter Rautenbach
Dong Xu 0001
Dragan Nesic
Dániel Marx
Francine Blanchet-Sadri
Frédéric Gibou
Gang George Yin
George Lawton
Gianluigi Pillonetto
Grzegorz Rozenberg
Guanrong Chen
Guihai Chen
Hai Jin 0001
Hailiang Liu
Haiying Shen
Henry MacKay Walker
Ian R. Petersen
Jeffrey M. Voas
Jianxin Wang 0001
Jinjiang Yuan
John T. Gorgone
Joseph A. Thas
Karl Henrik Johansson
Liang-Gee Chen
Lila Kari
Linda Dailey Paulson
Lionel M. Ni
Masaaki Harada
Ming-Ting Sun
Miroslav Krstic
Paul G. Spirakis
Peter H. Starke
Petr A. Golovach
Sajal K. Das 0001
Sandi Klavzar
Sanjay Jain 0001
Stephan Olariu
Thomas L. Griffiths
Weili Wu
Wen Gao 0001
Willy Susilo
Xiaohua Jia
Xiaorui Wang
Ya-Qin Zhang
Yong Xiang 0001
Yonghao Zhang
Yunhao Liu
Zhengyou Zhang
Zidong Wang
A. E. Eiben
Aiguo Ming
Alex Aiken
Andrea Calì
Andreas Zell
Antonio Pescapè
Aoying Zhou
Armin Biere
Ben Goertzel
Bin Gu
Bruce H. Thomas
Carlos Cotta
Ching-Chih Tsai
Christine Collet
Chunhui Piao
Claudia Diamantini
Cyrus Shahabi
Devis Bianchini
Diego Calvanese
Domenico Ursino
Duane Szafron
Eduardo Tovar
Elena Marchiori
Ernesto Tarantino
Florian Lonsing
Giancarlo Fortino
Gianluca Lax
Giovanni Iacca
Giuseppe Manco 0001
Guoren Wang
Gustavo Olague
Günther R. Raidl
Hai Jin 0001
Han Zhang
Hanan Samet
Hermann Kaindl
Hong Zhang
Jaideep Vaidya
Jianwei Zhang 0001
Jonathan P. Bowen
Kalle Lyytinen
Keith W. Hipel
Kenichi Tamura
Kouki Nagamune
Letizia Tanca
Liping Fang
Lotfi Lakhal
Lothar Thiele
Makoto Shimojo
Maria Pia Fanti
Marijke Coetzee
Martha Palmer
Martin C. Rinard
Michael Gertz
Michel Avital
Michelangelo Ceci
Patrick Valduriez
Paulo Romero Martins Maciel
Peng Li
Qiangfu Zhao
Reinder J. Bril
Riccardo Torlone
Sergio Greco
Stefan Katzenbeisser 0001
Stefan Szeider
Stephen K. Park
Steve J. Young
Sungjin Lee
Sunil Mithas
Syoji Kobashi
Valeria De Antonellis
Vijayalakshmi Atluri
Weiming Shen 0001
Xin Li
Yangsheng Xu
Ying Zhang
Yo-Ping Huang
Yun Q. Shi 0001
Alexander Boer
Alexandre Bernardino
Anand Jeyaraj
Anant Madabhushi
Antonino Rotolo
Atsushi Konno
Aude Billard
Barry Smyth
Belén Díaz-Agudo
C. S. George Lee
Chau Yuen
Christian Wietfeld
Daniel Moldt
Darwin G. Caldwell
Dieter an Mey
Dimitrios Buhalis
Dinggang Shen
Dong-Ho Cho
Dorothea Wagner
Emanuele Ruffaldi
Emerson R. Murphy-Hill
Falk Uebernickel
Françoise Peyrin
Fumihito Arai
Fumio Kanehiro
Fumiyuki Adachi
Gaurav S. Sukhatme
Gerd Hirzinger
Gerhard P. Fettweis
Guang-Zhong Yang
Hans-Peter Meinzer
Harald Haas
Heinz Wörn
Hirochika Inoue
Horst K. Hahn
Il Hong Suh
Isabelle Bloch
Isao Endo
Jean Lieber
Jeff Gray
Jenny Benois-Pineau
Jiandong Li 0001
Jianhua Yao
Jianhua Zhang 0001
Jianwei Zhang 0001
Jiman Hong
Josep Carmona
Justus H. Piater
Kazuhiro Nakadai
Kenji Hashimoto
Kenji Kaneko
Kevin D. Ashley
Koichi Osuka
Lars Michael Kristensen
Lei Zhang
Lie-Liang Yang
Lorenzo Cantoni
Lorenzo Natale
M. Arif Wani
Makoto Kaneko
Manfred Tscheligi
Margaret J. Wright
Marianna Sigala
Martin Buss
Mauro Barni
Michael Beetz
Ming Lei
Minoru Asada
Mira Mezini
Miriam Scaglione
Mårten Björkman
Nassir Navab
Nicholas Ayache
Nilmini Wickramasinghe
Norihiro Hagita
Opher Etzion
Paulo Montezuma
Philippe Martinet
Prashant Palvia
Preben E. Mogensen
Rahim Tafazolli
Rajendra Akerkar
René Werner
Ricardo Reis 0001
Rob Law
Robin Bergenthum
Rodolfo Baggio
Roger D. Quinn
Roland Siegwart
Ronald M. Summers
Sarthak Misra
Satoshi Kagami
Shaoqian Li
Shin'ichi Yuta
Stefano Stramigioli
Takahiro Miyashita
Takashi Kubota
Tao Jing
Thomas Kürner
Thomas Martin Deserno
Thomas Wittenberg
Til Aach
Tim Weitzel
Timo Ojala
Tomoaki Ohtsuki
Vijayan Sugumaran
Vincenzo Lippiello
Weidong Cai 0001
Wolfram Burgard
Xianbin Wang 0001
Xiaofeng Tao
Xiaohu You
Xin Zhang 0001
Xudong He
Yan Huo
Yangsheng Xu
Yasuhisa Hasegawa
Yasuhisa Hirata
Youngil Youm
Youngnam Han
A. Lee Swindlehurst
A. Robert Calderbank
Aarti Singh
Alekh Agarwal
Alexandre Gramfort
Ali H. Sayed
Amir Salman Avestimehr
Andrea Baronchelli
Andreas J. Winter 0002
Animesh Mukherjee 0001
Asuman E. Ozdaglar
Bernhard Haeupler
Boleslaw K. Szymanski
C. Seshadhri
Chau Yuen
Christoph Studer
Christophe Paul
Christopher Ré
Chunhua Shen
David Eppstein
David Gesbert
Dimitrios M. Thilikos
Don Towsley
Dániel Marx
Elchanan Mossel
Emil Björnson
Erik Agrell
Erik G. Larsson
Francis R. Bach
Frank Neumann 0001
Gabriele Fici
Georg Böcherer
Georgios B. Giannakis
Gonzalo Navarro
Gopal Pandurangan
Gregory Z. Gutin
Guillermo Sapiro
H. Vincent Poor
Haris Aziz 0001
Harpreet S. Dhillon
Heide Gluesing-Luerssen
Holger Boche
Huawei Shen
Ian R. Petersen
Jean-Guillaume Dumas
John Langford 0001
Jun Zhang 0004
Karl Henrik Johansson
Kilian Q. Weinberger
Laszlo B. Kish
Lawrence Carin
Leslie Ann Goldberg
Loet Leydesdorff
Ludo Waltman
Lutz Bornmann
Marcus Hutter
Marek Cygan
Marek Karpinski
Maria-Florina Balcan
Martin J. Wainwright
Matthieu R. Bloch
Mehdi Bennis
Michael Langberg
Michael M. Bronstein
Mikael Skoglund
Mohammad Ali Maddah-Ali
Moritz Hardt
Moshe Tennenholtz
Muriel Médard
Mérouane Debbah
Neri Merhav
Paul G. Spirakis
Pawel Gawrychowski
Petar Popovski
Petr A. Golovach
Pramod Viswanath
Prateek Jain 0002
Raphaël M. Jungers
Rasmus Pagh
Richard Peng
Robert D. Nowak
Rémi Gribonval
Serge Gaspers
Shai Shalev-Shwartz
Soummya Kar
Stephen G. Kobourov
Syed Ali Jafar
Sándor P. Fekete
Tao Zhou
Tsachy Weissman
Vasilis Syrgkanis
Vincent K. N. Lau
Wolfgang Mulzer
Xiaodong Wang 0001
Xueqi Cheng
Yonghui Li 0001
Adrian David Cheok
Ajith Abraham
Alan Said
Alexander Tuzhilin
Alexander Wolff 0001
Alexandros Karatzoglou
Alexandru Iosup
Amos Korman
Andrea Vedaldi
Andrew W. Fitzgibbon
Anselmo Peñas
Bart Preneel
Benno Stein 0001
Bernd Freisleben
Bernd Hamann
Bernt Schiele
C. Lawrence Zitnick
Carsten Griwodz
Chunhua Shen
Claudio Moraga
Cordelia Schmid
Corina Forascu
Dan A. Simovici
David Eppstein
David T. Blaauw
Deqing Sun
Dhabaleswar K. Panda
Dhruv Batra
Dimitris Samaras
Dong Xu 0001
Dorothea Wagner
Eli Gafni
Fabian Kuhn
Feng Liu 0015
Fernando De la Torre
Gady Agam
George R. Thoma
Giuseppe Liotta
Gyu-Hyeong Cho
Gérard G. Medioni
Hai Jin 0001
Hans-Peter Seidel
Hervé Goëau
Håkon Kvale Stensland
Ido Guy
Iryna Gurevych
Jean Ponce
Jean-Paul Laumond
Jianbo Shi
Jianhua Ma
Jingyi Yu
Joel R. Tetreault
John-Jules Ch. Meyer
Jovan Dj. Golic
Jussi Karlgren
Kenneth I. Joy
Klaus Mueller
Kristen Grauman
Lars Schmidt-Thieme
Laurence Tianruo Yang
Lei Zhang 0006
Liang Lin
Luis Alfonso Ureña López
Manfred Glesner
Marek A. Perkowski
Mario Fritz
Martin Potthast
Masatoshi Okutomi
Maurice Herlihy
Michael D. Ekstrand
Mingoo Seok
Mitchell A. Thornton
Monique Janneck
Moti Yung
Nitin Madnani
Noboru Takagi
Pasquale Lops
Patrick Olivier
Paul McNamee
Peter Eades
Peter M. A. Sloot
Pushmeet Kohli
Radomir S. Stankovic
Rafail Ostrovsky
Richard F. E. Sutcliffe
Rituparna Chaki
Rong Jin
Rudy Lauwereins
Sanja Fidler
Simon Lucey
Stephen G. Kobourov
Sung Kyu Lim
Tadahiro Kuroda
Takafumi Aoki
Tat-Jun Chin
Teruhisa Hochin
Thomas Mandl 0001
Thomas S. Huang
Trevor Darrell
Tsuhan Chen
Vijay Varadharajan
Václav Snásel
Walter Daelemans
Willy Susilo
Wing-Hung Ki
Wolfgang Heidrich
Xiaogang Wang 0001
Xin Li
Yang Yang
Yang Zhang
Yasuyuki Matsushita
Yi Yang 0001
Zhiwen Yu 0001
Adrian David Cheok
Anantha P. Chandrakasan
Bijan Davvaz
Bram van Ginneken
Charles J. Petrie
Chris Christensen
Claudene Sproles
Claudia Kuenzer
David B. Lomet
David T. Blaauw
Feng Ling
Francesco Soldovieri
Francis R. Bach
Greg Goth
Ivan Kramosil
John F. Dooley
Juha Hyyppä
Krzysztof Janowicz
Lorenzo Bruzzone
Magdi Sadek Mahmoud
Max A. Viergever
Mehrez Zribi
Michael P. Flynn
Munindar P. Singh
Nassir Navab
Nicola Casagli
Noriyuki Miura
Robert Bogue
Robert Wang 0001
Seung-Tak Ryu
Spyros G. Tzafestas
Steve Mansfield-Devine
Tamás Terlaky
Wei Zhang
Wolfgang Wagner 0001
Xi Chen
Xuehong Chen
Yi Su
Yi Zhang
Yong Zeng
Amir H. Banihashemi
Athanasios V. Vasilakos
Barry D. Van Veen
Behnaam Aazhang
Bin He 0002
Dario Farina
David Dagan Feng
Dieter Rautenbach
Dimitrios I. Fotiadis
Douglas R. Stinson
Erik G. Larsson
Falk Schreiber
Guang-Zhong Yang
James S. Lehnert
Jian Song
Jin-Fu Chang
Jinhong Yuan
Joseph M. Kahn
Kai Petersen
Ki H. Chon
Klaus-Robert Müller
Kwang Suk Park
Kyungwhoon Cheun
Laurence B. Milstein
Lutz H.-J. Lampe
Lutz Volkmann
Marvin K. Simon
Michael B. Pursley
Michail Matthaiou
Mikael Skoglund
Norman C. Beaulieu
Rachel Harrison
Ralph J. Faudree
Ranjan K. Mallik
Robyn Smyth
